id,title,description,municipality_type,is_divided_by_gender,publ_period,publication_date
N02310,"Elever i åk 9 med lägst betyget E i geografi, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i geografi, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02311,"Elever i åk 9 med lägst betyget E i geografi, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i geografi, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02312,"Elever i åk 9 med lägst betyget E i hem- och konsumentkunskap, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i hem- och konsumentkunskap, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02313,"Elever i åk 9 med lägst betyget E i hem- och konsumentkunskap, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i hem- och konsumentkunskap, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02314,"Elever i åk 9 med lägst betyget E i hem- och konsumentkunskap, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i hem- och konsumentkunskap, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02315,"Elever i åk 9 med lägst betyget E i historia, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i historia, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02316,"Elever i åk 9 med lägst betyget E i historia, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i historia, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02317,"Elever i åk 9 med lägst betyget E i historia, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i historia, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02318,"Elever i åk 9 med lägst betyget E i kemi, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i kemi, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02319,"Elever i åk 9 med lägst betyget E i kemi, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i kemi, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02320,"Elever i åk 9 med lägst betyget E i kemi, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i kemi, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02321,"Elever i åk 9 med lägst betyget E i moderna språk som språkval, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i moderna språk som språkval, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02322,"Elever i åk 9 med lägst betyget E i moderna språk som språkval, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i moderna språk som språkval, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02323,"Elever i åk 9 med lägst betyget E i moderna språk som språkval, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i moderna språk som språkval, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02324,"Elever i åk 9 med lägst betyget E i modersmål, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i modersmål, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02325,"Elever i åk 9 med lägst betyget E i modersmål, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i modersmål, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02326,"Elever i åk 9 med lägst betyget E i modersmål, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i modersmål, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02327,"Elever i åk 9 med lägst betyget E i musik, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i musik, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02328,"Elever i åk 9 med lägst betyget E i musik, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i musik, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02329,"Elever i åk 9 med lägst betyget E i musik, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i musik, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02330,"Elever i åk 9 med lägst betyget E i religionskunskap, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i religionskunskap, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02331,"Elever i åk 9 med lägst betyget E i religionskunskap, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i religionskunskap, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02332,"Elever i åk 9 med lägst betyget E i religionskunskap, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i religionskunskap, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02333,"Elever i åk 9 med lägst betyget E i samhällskunskap, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i samhällskunskap, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02334,"Elever i åk 9 med lägst betyget E i samhällskunskap, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i samhällskunskap, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02335,"Elever i åk 9 med lägst betyget E i samhällskunskap, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i samhällskunskap, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02336,"Elever i åk 9 med lägst betyget E i slöjd, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i slöjd, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02337,"Elever i åk 9 med lägst betyget E i slöjd, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i slöjd, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02338,"Elever i åk 9 med lägst betyget E i slöjd, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i slöjd, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02339,"Elever i åk 9 med lägst betyget E i teknik, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i teknik, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02340,"Elever i åk 9 med lägst betyget E i teknik, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i teknik, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02341,"Elever i åk 9 med lägst betyget E i teknik, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 9 med lägst betyget E i teknik, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2024,2024-09-28
N02342,"Elever i åk. 9. betygspoäng i bild, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02343,"Elever i åk. 9. betygspoäng i bild, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02344,"Elever i åk. 9. betygspoäng i bild, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02345,"Elever i åk. 9. betygspoäng i biologi, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02346,"Elever i åk. 9. betygspoäng i biologi, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02347,"Elever i åk. 9. betygspoäng i biologi, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02348,"Elever i åk. 9. betygspoäng i engelska, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02349,"Elever i åk. 9. betygspoäng i engelska, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02350,"Elever i åk. 9. betygspoäng i engelska, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02351,"Elever i åk. 9. betygspoäng i fysik, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02352,"Elever i åk. 9. betygspoäng i fysik, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02353,"Elever i åk. 9. betygspoäng i fysik, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02354,"Elever i åk. 9. betygspoäng i geografi, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02355,"Elever i åk. 9. betygspoäng i geografi, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02356,"Elever i åk. 9. betygspoäng i geograf, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02357,"Elever i åk. 9. betygspoäng i hem- och konsumentkunskap, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02358,"Elever i åk. 9. betygspoäng i hem- och konsumentkunskap, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02359,"Elever i åk. 9. betygspoäng i hem- och konsumentkunskap, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02360,"Elever i åk. 9. betygspoäng i historia, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02361,"Elever i åk. 9. betygspoäng i historia, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02362,"Elever i åk. 9. betygspoäng i historia, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02363,"Elever i åk. 9. betygspoäng i idrott och hälsa, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02364,"Elever i åk. 9. betygspoäng i idrott och hälsa, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02365,"Elever i åk. 9. betygspoäng i idrott och hälsa, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02366,"Elever i åk. 9. betygspoäng i kemi, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02367,"Elever i åk. 9. betygspoäng i kemi, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02368,"Elever i åk. 9. betygspoäng i kemi, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02369,"Elever i åk. 9. betygspoäng i moderna språk som språkval, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02370,"Elever i åk. 9. betygspoäng i moderna språk som språkval, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02371,"Elever i åk. 9. betygspoäng i moderna språk som språkval, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02372,"Elever i åk. 9. betygspoäng i modersmål, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02373,"Elever i åk. 9. betygspoäng i modersmål, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02374,"Elever i åk. 9. betygspoäng i modersmål, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02375,"Elever i åk. 9. betygspoäng i musik, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02376,"Elever i åk. 9. betygspoäng i musik, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02377,"Elever i åk. 9. betygspoäng i musik, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02378,"Elever i åk. 9. betygspoäng i religionskunskap, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02379,"Elever i åk. 9. betygspoäng i religionskunskap, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
